50 50 4
146.0 87.0 672.0 1337.0 31.0 559.0 2370.0 1089.0 33.0 32.0 5495.0 904.0 1466.0 143.0 615.0 564.0 226.0 3016.0 253.0 195.0 38.0 807.0 551.0 304.0 814.0 337.0 4368.0 577.0 482.0 495.0 231.0 322.0 685.0 12912.0 325.0 366.0 3671.0 2213.0 705.0 328.0 1681.0 1117.0 275.0 500.0 2241.0 733.0 222.0 49.0 1464.0 222.0
-0.052195 -0.01538812 -0.149772 -0.21275012 -0.00949375 -0.18684575 -0.96429375 -0.08861737 -0.0132495 -0.004644 -1.06122187 -0.024634 -0.11526425 -0.01217287 -0.15974625 -0.157638 -0.0153115 -0.679354 -0.10040938 -0.047385 -0.008892 -0.2344335 -0.06157425 -0.08227 -0.100122 -0.05623687 -1.904448 -0.00800588 -0.09380925 -0.13699125 -0.02988563 -0.033005 -0.17347625 -1.308954 -0.04326562 -0.048861 -0.56946388 -0.37261387 -0.21387937 -0.036367 -0.10086 -0.18235025 -0.05775 -0.11225 -0.68042362 -0.21302813 -0.12151725 -0.01850975 -0.140361 -0.04503825
-0.0260975 -0.02368575 -0.381192 -0.94158225 -0.014322 -0.29389425 -1.8195675 -0.70158825 -0.017193 -0.010384 -2.82030875 -0.506918 -0.8770345 -0.089947 -0.2210925 -0.168072 -0.1029995 -1.75305 -0.1410475 -0.04719 -0.02204 -0.33087 -0.29547375 -0.192584 -0.326007 -0.19133175 -1.751568 -0.3141765 -0.222925 -0.358875 -0.120351 -0.1681645 -0.33291 -9.461268 -0.11074375 -0.158295 -2.60549225 -1.37814575 -0.451905 -0.225746 -0.80057625 -0.5802815 -0.116875 -0.198125 -1.077921 -0.5032045 -0.1354755 -0.01568 -1.010892 -0.079698
-0.032923 -0.011484 -0.287112 -0.754068 -0.01277975 -0.2154945 -1.51443 -0.5613795 -0.01555125 -0.008792 -2.1128275 -0.380132 -0.6842555 -0.0701415 -0.1380675 -0.140013 -0.073902 -1.36474 -0.10872675 -0.047385 -0.0171855 -0.2344335 -0.218196 -0.151544 -0.2212045 -0.14415175 -1.904448 -0.2333965 -0.1553245 -0.29205 -0.089166 -0.123004 -0.240435 -7.727832 -0.0651625 -0.117303 -2.11357825 -1.08160375 -0.41683125 -0.179744 -0.564816 -0.43758475 -0.10319375 -0.143125 -1.15691625 -0.46673775 -0.124431 -0.015729 -0.811788 -0.0485625
-0.06739725 -0.03204863 -0.04914 -0.32372113 -0.01715463 -0.06421512 -0.81972375 -0.33391463 -0.02020838 -0.014596 -1.41015437 -0.176845 -0.38207625 -0.01953737 -0.17181562 -0.2564085 -0.07031425 -0.784537 -0.09452713 -0.08597062 -0.01581275 -0.23170987 -0.12087563 -0.04883 -0.24063875 -0.04124038 -2.81463 -0.11056763 -0.08585625 -0.12480187 -0.03727762 -0.04673025 -0.13451688 -3.726726 -0.09745938 -0.12055125 -0.97602712 -0.60774513 -0.54470062 -0.071463 -0.38011613 -0.39723312 -0.16111563 -0.1698125 -1.68663263 -0.57109863 -0.15576075 -0.02542488 -0.340563 -0.07095675
-0.08933375 -0.04509863 -0.171612 -0.11548337 -0.01883638 -0.15994388 -0.45118875 -0.20160113 -0.02186662 -0.017092 -1.56813562 -0.209615 -0.29484925 -0.03076287 -0.27575063 -0.3056175 -0.08472175 -0.731003 -0.10186413 -0.11897438 -0.01691475 -0.37575938 -0.14277788 -0.086602 -0.31410225 -0.07502463 -3.552822 -0.15023638 -0.15815625 -0.18630562 -0.07937737 -0.08907325 -0.25678937 -1.71891 -0.14620938 -0.14909925 -0.40426887 -0.37261387 -0.59493187 -0.041041 -0.53182637 -0.42962613 -0.18256563 -0.2581875 -1.90737112 -0.60151812 -0.16502925 -0.03371812 -0.140361 -0.09693075
-0.068036 -0.040281 -0.445536 -0.941248 -0.00566525 -0.35203025 -1.7934975 -0.68960925 -0.00797775 -0.010248 -2.75986375 -0.51754 -0.8609085 -0.10270975 -0.3416325 -0.195567 -0.100118 -1.719874 -0.1030975 -0.10320375 -0.0130245 -0.5015505 -0.30208575 -0.224732 -0.362637 -0.217365 -2.383836 -0.3337945 -0.273053 -0.41122125 -0.15528975 -0.1903825 -0.45466875 -9.416076 -0.17265625 -0.1488705 -2.59264375 -1.3709535 -0.298215 -0.235422 -0.85773025 -0.45043025 -0.09625 -0.30875 -1.20397725 -0.2994305 -0.073482 -0.02975525 -1.015284 -0.1091685
-0.05984175 -0.02752463 -0.070308 -0.35112963 -0.01580612 -0.03514712 -0.86890125 -0.32030213 -0.01877287 -0.013204 -1.23980937 -0.165545 -0.36375125 -0.02400613 -0.13983562 -0.2290545 -0.06048325 -0.746837 -0.08668413 -0.07583062 -0.01463475 -0.19559662 -0.10393237 -0.052402 -0.20115975 -0.04258837 -2.587494 -0.09282487 -0.06079225 -0.13061813 -0.02988563 -0.03674825 -0.10386313 -3.99465 -0.08055938 -0.10463025 -1.05128262 -0.58008262 -0.51403312 -0.080893 -0.30699262 -0.36260613 -0.14832812 -0.1474375 -1.57010063 -0.53921312 -0.14610375 -0.02287688 -0.370575 -0.05941275
-0.1035505 -0.05457075 -0.264096 -0.29982225 -0.02152175 -0.237016 -0.2849925 -0.26544375 -0.02480775 -0.019952 -2.05925125 -0.320694 -0.4247735 -0.05044325 -0.36054375 -0.356025 -0.1049205 -0.925158 -0.12441275 -0.14113125 -0.0203015 -0.4870245 -0.19877325 -0.128516 -0.396825 -0.1214885 -4.0677 -0.22113525 -0.2244915 -0.25455375 -0.11116875 -0.133469 -0.3510625 -2.29188 -0.1807 -0.1818105 -0.7360355 -0.63568425 -0.6517725 -0.086182 -0.70728075 -0.52917875 -0.20714375 -0.32575 -2.1076605 -0.66703 -0.184815 -0.03928575 -0.34221 -0.119991
-0.076504 -0.038454 -0.196224 -0.21024325 -0.015779 -0.16197025 -0.43134 -0.0637065 -0.0186945 -0.014024 -1.0413025 -0.153228 -0.153197 -0.040898 -0.253995 -0.251544 -0.063054 -0.366444 -0.0775445 -0.1050075 -0.013262 -0.360729 -0.0967005 -0.108224 -0.2460315 -0.08180675 -3.258528 -0.114246 -0.141226 -0.2215125 -0.08229375 -0.0788095 -0.2592725 -2.03364 -0.12049375 -0.114009 -0.59561975 -0.2733055 -0.52117125 -0.064288 -0.3958755 -0.3222545 -0.1562 -0.233125 -1.69251525 -0.53124175 -0.1436895 -0.0302085 -0.244488 -0.0788655
