100 50 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
-5.6802 -34.101 -33.888 -24.592 -30.735 -14.737 -7.4199 -3.6153 -9.3097 -18.729 -16.16 -23.731 -22.372 -21.26 -9.7493 -33.244 -8.6648 -15.871 -20.774 -23.893 -3.7192 -21.852 -10.656 -24.926 -18.31 -6.406 -29.378 -13.745 -35.889 -17.302 -1.9341 -22.492 -29.911 -21.657 -12.383 -32.144 -20.1 -11.513 -21.193 -9.2241 -19.896 -23.578 -15.619 -28.952 -22.826 -27.119 -21.899 -10.9 -33.355 -28.022 -16.968 -39.717 -22.655 -20.815 -10.493 -28.972 -6.8464 -15.966 -11.615 -22.77 -36.234 -23.103 -36.77 -10.673 -27.162 -31.431 -9.3633 -26.072 -15.24 -5.9341 -15.818 -13.483 -26.042 -21.144 -18.569 -19.546 -18.876 -26.409 -34.182 -21.682 -12.579 -31.319 -27.459 -25.628 -24.241 -17.354 -27.246 -5.4187 -10.723 -8.6498 -24.434 -1.6045 -11.433 -21.685 -21.05 -31.175 -14.184 -12.509 -24.887 -21.374
-14.785 -27.264 -26.173 -7.0653 -25.477 -13.703 -13.979 -17.069 -12.788 -15.603 -1.4426 -15.376 -5.1993 -11.044 -16.836 -25.692 -17.542 -12.671 -19.822 -9.5784 -16.523 -4.2548 -13.003 -24.921 -24.29 -14.923 -29.419 -15.98 -24.057 -16.918 -15.668 -5.5712 -21.011 -10.793 -10.144 -23.374 -20.551 -10.959 -18.417 -13.08 -3.2023 -9.1705 -22.633 -26.342 -22.821 -9.5316 -5.0999 -7.1848 -24.968 -17.711 -1.0899 -28.165 -5.062 -12.362 -17.668 -14.049 -10.779 -8.5845 -10.058 -6.3621 -26.405 -5.8635 -25.773 -17.945 -17.318 -26.2 -8.4041 -17.949 -12.551 -12.289 -16.108 -19.141 -27.494 -19.318 -5.7451 -21.998 -23.563 -30.371 -24.311 -7.6886 -18.008 -21.707 -28.522 -27.698 -12.516 -20.534 -30.178 -14.611 -19.972 -13.794 -27.635 -17.341 -10.904 -14.339 -17.276 -14.935 -7.3578 -17.07 -10.087 -3.7755
-8.7667 -21.724 -21.938 -23.812 -18.012 -6.0099 -7.6187 -10.2 -7.1698 -7.9598 -17.958 -14.251 -23.982 -14.349 -4.1381 -21.282 -5.1623 -7.7144 -7.7652 -19.067 -10.119 -22.364 -6.2808 -11.186 -5.5831 -7.9581 -15.568 -3.2129 -26.203 -5.3788 -13.367 -24.458 -19.163 -15.031 -8.831 -20.968 -6.658 -8.0973 -9.0203 -6.9525 -19.133 -18.962 -3.6672 -15.511 -9.1976 -26.309 -24.04 -13.054 -21.811 -18.612 -17.897 -29.427 -22.67 -12.804 -3.3178 -23.215 -13.096 -11.35 -9.0094 -20.477 -25.185 -24.542 -26.397 -3.1464 -17.64 -18.633 -13.128 -15.678 -7.3998 -11.127 -4.5447 -0.48554 -12.252 -8.4662 -15.576 -5.7393 -5.4562 -13.181 -23.393 -17.571 -1.3264 -20.777 -13.662 -11.891 -17.092 -3.5591 -13.727 -9.1548 -4.1042 -6.7381 -10.873 -12.213 -8.1699 -12.37 -9.544 -26.553 -11.702 -1.995 -20.151 -21.955
-4.1899 -26.964 -27.012 -24.065 -23.362 -8.6532 -4.1422 -4.6934 -5.347 -12.127 -16.754 -18.067 -23.233 -16.904 -2.1594 -26.355 -0.7126 -10.293 -13.132 -20.894 -4.7254 -21.999 -5.7153 -16.825 -10.099 -3.5817 -21.164 -6.5567 -30.38 -10.053 -8.1513 -23.583 -23.696 -17.488 -8.7966 -25.712 -12.206 -7.7267 -14 -5.0595 -19.131 -20.688 -7.4417 -21.099 -14.821 -26.668 -23.074 -11.047 -26.718 -22.532 -17.061 -33.89 -22.531 -15.812 -2.4345 -25.62 -9.3715 -12.437 -8.4487 -21.232 -29.92 -23.889 -30.865 -2.5252 -21.587 -24.015 -10.422 -19.978 -9.7261 -7.1717 -8.7133 -5.2629 -17.779 -13.686 -16.32 -11.36 -10.584 -18.177 -28.001 -18.986 -4.5387 -25.245 -19.2 -17.343 -19.908 -9.1949 -18.959 -4.5664 -2.6716 -4.2747 -16.141 -6.6905 -7.7262 -16.019 -14.197 -28.554 -11.715 -4.7928 -21.987 -21.539
-7.2113 -24.285 -24.486 -24.746 -20.572 -7.5783 -6.4964 -8.116 -6.7497 -10.223 -18.204 -16.467 -24.486 -16.116 -2.7826 -23.83 -3.153 -9.3411 -10.326 -20.601 -8.1281 -23.024 -6.3464 -13.576 -6.738 -6.4579 -17.811 -4.8586 -28.571 -7.7679 -11.52 -24.91 -21.607 -16.768 -9.3545 -23.462 -9.1977 -8.4235 -11.532 -6.4764 -19.918 -20.456 -4.1485 -18.009 -11.668 -27.302 -24.448 -12.848 -24.335 -20.885 -18.305 -31.871 -23.429 -14.722 -1.7973 -24.996 -12.077 -12.464 -9.3052 -21.594 -27.682 -25.092 -28.838 -1.5036 -19.917 -21.191 -12.6 -18.05 -8.9032 -9.9506 -6.7114 -2.0955 -14.39 -11.017 -16.631 -8.0703 -7.1604 -14.78 -25.861 -18.928 -2.05 -23.209 -15.814 -13.933 -18.984 -5.9687 -15.537 -7.6078 -1.556 -5.9752 -12.718 -10.114 -8.4676 -14.513 -11.979 -28.2 -12.361 -2.9021 -21.698 -22.589
-8.1744 -24.395 -24.677 -25.791 -20.632 -8.4311 -7.5608 -8.8412 -7.8666 -10.782 -19.314 -17.065 -25.583 -16.937 -3.8749 -24.022 -4.054 -10.189 -10.454 -21.507 -8.9064 -24.104 -7.4489 -13.311 -5.9259 -7.446 -17.389 -5.6434 -29.05 -8.2239 -12.338 -26.011 -22.002 -17.601 -10.43 -23.783 -9.2008 -9.5152 -11.832 -7.5928 -20.982 -21.374 -3.2556 -17.872 -11.517 -28.339 -25.552 -13.964 -24.595 -21.445 -19.406 -32.265 -24.498 -15.479 -2.9029 -25.821 -13.127 -13.459 -10.402 -22.603 -27.997 -26.185 -29.236 -2.6091 -20.473 -21.228 -13.704 -18.525 -9.786 -10.981 -7.3153 -2.3673 -13.91 -11.217 -17.647 -7.8091 -6.5471 -14.021 -26.221 -19.88 -2.8302 -23.619 -15.335 -13.394 -19.758 -5.8372 -14.866 -8.5687 -1.7111 -7.0814 -12.082 -10.807 -9.5619 -15.155 -12.388 -29.076 -13.43 -3.7783 -22.601 -23.672
-32.293 -11.025 -9.3563 -21.731 -13.778 -23.617 -30.556 -35.012 -28.552 -20.194 -26.373 -14.179 -25.812 -16.615 -30.059 -9.6894 -31.51 -22.125 -21.013 -16.046 -34.594 -23.988 -27.353 -21.782 -29.235 -31.748 -22.619 -25.761 -1.8408 -22.64 -36.158 -26.445 -9.0075 -16.353 -25.34 -7.9566 -22.597 -26.208 -19.19 -28.697 -22.499 -16.453 -30.078 -18.062 -21.775 -21.722 -26.683 -28.234 -8.1996 -9.7434 -25.225 -2.6763 -23.153 -16.902 -30.028 -12.217 -32.133 -21.942 -26.124 -19.684 -5.1195 -25.576 -2.5853 -30.092 -10.659 -13.813 -29.822 -12.339 -22.743 -31.994 -23.71 -28.491 -24.162 -20.058 -20.836 -24.894 -27.628 -28.44 -5.4454 -18.053 -28.373 -7.3691 -23.858 -25.059 -13.856 -25.795 -26.976 -32.456 -31.915 -29.419 -26.565 -36.542 -26.286 -16.248 -18.479 -13.896 -24.031 -27.707 -15.611 -24.12
-19.773 -9.0396 -8.5169 -19.059 -6.6941 -10.709 -18.019 -22.307 -16.142 -6.8107 -18.795 -3.5354 -21.718 -7.8176 -16.765 -7.8933 -18.217 -9.6399 -7.2707 -11.74 -21.966 -19.596 -14.777 -9.4972 -15.583 -19.105 -12.523 -12.346 -12.045 -8.9737 -24.16 -22.389 -4.8806 -8.2254 -13.684 -6.8134 -8.8825 -14.253 -5.377 -16.212 -16.613 -11.966 -16.273 -8.308 -8.6495 -20.676 -22.302 -17.948 -7.9259 -5.3153 -17.911 -15.144 -19.237 -6.4572 -16.582 -12.954 -21.047 -11.468 -14.506 -15.486 -11.018 -21.894 -12.114 -16.605 -4.4862 -7.4228 -19.254 -2.0111 -10.259 -20.259 -10.2 -14.768 -12.354 -6.2861 -13.045 -11.245 -14.001 -16.536 -9.133 -12.113 -14.768 -6.5015 -12.679 -13.059 -7.7893 -11.991 -15.466 -20.016 -18.282 -16.798 -14.123 -24.063 -14.353 -4.575 -4.7566 -16.686 -13.707 -14.202 -12.358 -19.439
-19.388 -29.789 -28.503 -4.9532 -28.497 -18.248 -18.676 -21.538 -17.54 -19.732 -6.0082 -18.387 -0.80997 -14.125 -21.592 -28.096 -22.281 -17.07 -23.966 -11.013 -20.999 -2.47 -17.758 -28.953 -28.925 -19.577 -33.299 -20.636 -25.032 -21.307 -19.777 -0.82796 -23.306 -13.688 -14.863 -25.543 -24.835 -15.704 -22.378 -17.831 -5.3658 -10.647 -27.342 -29.883 -26.942 -6.5155 -0.39744 -11.801 -27.161 -19.81 -5.8023 -29.042 -3.2412 -15.762 -22.426 -14.214 -15.022 -12.917 -14.807 -6.9486 -28.036 -1.5076 -26.998 -22.704 -19.627 -29.191 -12.846 -20.75 -17.023 -16.744 -20.615 -23.859 -31.633 -23.367 -9.2816 -26.433 -28.133 -34.725 -26.047 -9.8803 -22.739 -23.71 -32.578 -31.908 -14.734 -25.081 -34.425 -19.188 -24.728 -18.535 -31.974 -21.617 -15.652 -17.755 -21.154 -13.862 -11.995 -21.794 -11.052 -2.5023
