50 100 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
-18.988 -29.119 -17.453 -23.933 -28.41 -25.576 -16.505 -6.8955 -34.245 -38.361 -32.887 -29.703 -27.616 -16.003 -17.538 -24.951 -10.111 -32.137 -22.906 -27.559 -22.418 -34.513 -29.209 -24.357 -28.375 -31.028 -22.138 -39.312 -17.916 -23.043 -31.47 -28.683 -27.602 -22.53 -21.143 -34.806 -18.334 -30.715 -17.947 -25.328 -23.053 -25.972 -28.796 -17.2 -29.173 -28.148 -10.252 -19.311 -19.301 -34.678
-15.326 -25.286 -13.834 -14.925 -20.611 -17.174 -8.0495 -9.0878 -25.279 -29.457 -23.699 -20.544 -23.23 -8.3297 -8.4891 -17.474 -4.2695 -23.009 -13.96 -18.454 -13.428 -25.373 -20.177 -16.893 -19.362 -21.893 -16.782 -30.68 -10.999 -18.638 -24.992 -19.715 -18.805 -14.366 -14.179 -26.39 -13.769 -23.832 -8.8741 -16.798 -13.896 -21.456 -19.801 -9.2139 -20.799 -21.921 -1.0628 -17.093 -11.207 -26.028
-6.1121 -14.536 -5.3996 -10.51 -24.706 -9.2729 -5.2767 -12.276 -18.957 -22.547 -20.644 -18.776 -12.284 -15.852 -7.9185 -22.767 -15.071 -18.238 -9.4154 -14.074 -15.072 -20.509 -14.852 -6.8263 -14.013 -20.264 -5.6811 -22.636 -0.98227 -7.9618 -13.986 -13.996 -20.107 -6.2119 -3.4925 -17.848 -4.0257 -13.07 -12.014 -19.595 -11.447 -10.521 -19.797 -15.818 -12.427 -10.784 -10.69 -9.0144 -4.142 -18.228
-18.728 -28.941 -17.166 -19.456 -22.742 -21.838 -12.709 -9.2821 -29.8 -34.003 -27.777 -24.472 -27.045 -10.333 -13.04 -19.299 -4.4379 -27.379 -18.531 -22.877 -17.01 -29.715 -24.666 -21.464 -23.869 -25.74 -20.813 -35.311 -15.377 -22.39 -29.412 -24.25 -22.052 -19.02 -18.622 -31.05 -17.456 -28.331 -12.676 -19.708 -18.256 -25.29 -23.353 -11.544 -25.463 -26.261 -5.6258 -19.988 -15.842 -30.66
-4.8757 -5.4166 -6.4448 -17.763 -33.595 -14.212 -14.713 -17.099 -22.732 -25.142 -26.767 -25.878 -3.8371 -25.329 -17.209 -31.97 -24.056 -23.498 -16.937 -20.428 -23.894 -25.341 -20.342 -10.119 -19.682 -27.264 -4.3561 -23.831 -10.234 -1.6253 -10.307 -19.373 -28.397 -12.576 -8.8509 -19.172 -6.1528 -10.831 -21.362 -28.377 -19.443 -2.4728 -27.614 -25.291 -15.494 -7.4809 -19.608 -5.3242 -12.67 -20.488
-24.91 -27.753 -24.806 -9.4707 -15.697 -11.296 -17.175 -30.224 -5.3993 -8.5822 -1.7063 -4.4478 -25.442 -19.428 -15.365 -17.096 -24.189 -2.1526 -10.621 -5.6956 -11.623 -2.5464 -5.1175 -15.35 -5.8543 -4.3836 -21.46 -11.763 -18.821 -23.976 -19.728 -6.0818 -9.7393 -13.719 -17.572 -11.022 -23.086 -17.845 -15.236 -12.291 -9.747 -24.476 -7.4408 -18.184 -10.473 -19.701 -22.516 -27.906 -15.797 -9.0116
-18.082 -24.294 -17.455 -3.4885 -13.41 -8.1939 -7.9045 -20.622 -12.526 -16.766 -10.256 -7.3762 -21.817 -10.305 -5.5392 -12.465 -14.289 -9.7111 -3.6951 -5.4243 -4.0308 -12.01 -7.4173 -11.246 -6.7759 -8.8407 -15.982 -18.747 -11.077 -18.715 -19.063 -7.3267 -8.1115 -7.9894 -11.487 -15.402 -16.017 -17.254 -5.4021 -8.1779 -1.1752 -20.338 -7.778 -9.2784 -10.798 -17.331 -12.424 -21.05 -7.9823 -14.319
-20.226 -22.956 -20.222 -5.9127 -17.927 -6.5096 -13.581 -26.512 -4.5092 -8.7507 -6.2915 -6.7674 -20.621 -18.327 -12.337 -18.414 -22.206 -2.9636 -6.9599 -2.6549 -11.097 -5.1687 -0.65316 -10.521 -1.4732 -7.6959 -16.652 -10.752 -14.484 -19.139 -15.238 -1.3453 -11.615 -9.1729 -12.904 -8.0733 -18.471 -13.323 -13.443 -13.468 -7.2153 -19.629 -9.6735 -17.24 -5.797 -14.939 -19.778 -23.197 -11.643 -6.5561
-14.887 -22.53 -14 -5.7533 -15.928 -9.0362 -3.803 -16.137 -16.077 -20.289 -14.708 -11.86 -20.103 -8.5233 -1.0891 -14.031 -10.846 -13.752 -4.9247 -9.1904 -6.3904 -16.124 -10.941 -10.528 -10.144 -13.313 -13.712 -21.769 -7.8757 -16.346 -19.003 -10.537 -11.741 -7.1768 -9.4304 -17.803 -12.804 -17.411 -3.5819 -10.875 -4.6768 -18.455 -11.931 -7.9894 -12.462 -16.614 -8.2102 -17.709 -5.3599 -17.15
-23.201 -20.907 -23.91 -15.301 -28.227 -12.289 -21.452 -32.972 -7.4331 -5.8393 -14.476 -16.731 -19.277 -28.577 -21.27 -29.034 -31.68 -11.059 -15.942 -13.228 -21.724 -10.663 -11.229 -13.918 -11.662 -17.119 -18.83 -2.8648 -20.208 -20.304 -11.616 -11.053 -21.986 -15.289 -17.286 -3.0577 -22.183 -10.471 -23.462 -24.077 -17.279 -19.197 -19.834 -27.593 -8.6643 -13.738 -28.487 -25.625 -18.518 -4.1402
-4.2694 -9.5904 -5.0416 -12.988 -28.683 -9.871 -10.019 -15.395 -19.081 -22.018 -22.375 -21.218 -7.286 -20.729 -12.393 -27.086 -20.056 -19.333 -12.107 -15.891 -18.982 -21.349 -16.046 -5.9324 -15.318 -22.638 -0.67131 -21.309 -5.5838 -3.2876 -9.9973 -15.089 -23.525 -7.8168 -3.9697 -16.466 -3.4797 -9.6047 -16.551 -23.466 -14.575 -5.5352 -22.813 -20.599 -11.875 -6.6378 -15.646 -6.9781 -7.7734 -17.401
