200 50 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
-24.83 -22.903 -30.179 -19.76 -39.341 -18.427 -21.947 -23.246 -21.552 -22.827 -28.467 -6.6404 -20.171 -23.324 -23.239 -23.663 -25.799 -1.0788 -9.1472 -37.747 -34.308 -32.725 -8.931 -29.229 -17.48 -34.144 -29.95 -26.407 -34.095 -25.643 -14.912 -3.6403 -7.0034 -26.73 -9.1252 -35.495 -9.6755 -35.129 -1.1977 -23.742 -8.089 -30.783 -28.433 -14.628 -12.458 -27.352 -21.103 -22.121 -26.123 -30.041 -22.87 -31.538 -17.898 -14.895 -32.389 -29.428 -18.972 -19.755 -38.809 -10.115 -22.714 -31.542 -18.847 -17.42 -25.253 -35.491 -25.488 -17.622 -31.388 -13.641 -6.3676 -26.189 -24.434 -15.284 -24.234 -12.382 -12.555 -38.411 -22.796 -4.718 -23.457 -33.079 -16.544 -22.591 -5.7307 -7.1014 -23.207 -27.28 -23.946 -25.402 -24.197 -6.4189 -25.411 -18.928 -27.388 -21.748 -17.934 -28.628 -19.547 -19.509 -27.564 -21.776 -29.943 -11.725 -33.916 -15.866 -15.016 -29.403 -9.3978 -15.339 -12.089 -37.03 -25.295 -2.9331 -12.279 -22.561 -14.843 -17.853 -23.92 -14.779 -27.183 -11.997 -24.091 -14.225 -29.029 -23.203 -21.4 -22.375 -35.55 -12.97 -9.5129 -31.524 -2.4248 -27.45 -33.531 -30.92 -1.4975 -23.508 -29.127 -25.572 -30.787 -27.786 -6.4876 -22.509 -31.697 -33.438 -21.46 -14.89 -27.77 -13.993 -31.078 -26.568 -15.061 -18.736 -26.162 -15.482 -26.719 -29.519 -18.765 -7.4757 -19.074 -22.476 -21.368 -4.7277 -30.174 -30.406 -30.069 -27.194 -23.519 -15.425 -30.2 -29.215 -21.257 -11.346 -19.441 -17.269 -32.586 -12.198 -23.244 -24.683 -22.519 -28.95 -19.326 -24.415 -13.667 -25.922 -27.094 -19.076 -24.913 -25.96 -12.87 -25.457 -31.935 -6.9846 -34.299 -29.414 -2.9466 -17.054 -32.223 -21.333
-12.369 -19.72 -11.748 -7.8726 -19.397 -10.374 -11.41 -6.8039 -8.7666 -5.3236 -3.1521 -19.078 -6.2714 -14.631 -8.3125 -23.226 -8.6453 -25.178 -17.833 -17.787 -17.027 -21.704 -22.436 -27.174 -25.647 -10.827 -8.3353 -18.053 -10.059 -1.7288 -10.802 -22.042 -18.837 -1.8386 -17.471 -19.382 -19.692 -19.119 -24.529 -3.7632 -20.881 -5.1607 -15.243 -16.803 -14.031 -8.9607 -11.139 -26.184 -9.9126 -21.319 -24.318 -12.987 -8.5498 -22.644 -9.9738 -5.8301 -24.953 -5.972 -19.879 -15.766 -5.2159 -22.614 -12.091 -25.485 -9.4796 -13.827 -16.107 -8.0547 -5.7355 -12.5 -19.347 -3.4609 -6.1565 -20.177 -28.726 -19.599 -18.446 -19.035 -3.2305 -21.308 -16.181 -18.555 -15.607 -8.533 -20.539 -19.233 -22.793 -9.1428 -21.986 -22.5 -14.817 -19.292 -20.025 -7.8033 -7.6434 -12.286 -10.995 -23.621 -17.71 -22.722 -3.053 -19.497 -5.2051 -21.244 -20.844 -16.687 -11.131 -18.055 -22.929 -11.377 -17.997 -16.662 -7.2633 -22.842 -13.885 -19.444 -15.759 -7.8707 -4.0816 -10.896 -5.1829 -14.778 -2.7254 -13.797 -4.2711 -2.6693 -27.026 -6.0524 -14.657 -14.067 -22.356 -10.129 -23.283 -15.646 -11.38 -20.136 -24.238 -15.675 -12.622 -22.866 -7.2976 -18.876 -19.372 -22.726 -10.609 -16.665 -4.6256 -22.061 -3.9451 -11.674 -16.47 -8.7362 -21.997 -6.9357 -29.628 -22.707 -7.2713 -17.909 -9.8902 -18.246 -6.6828 -25.967 -5.2135 -21.186 -16.4 -4.7699 -14.619 -22.116 -15.081 -24.65 -19.36 -8.501 -7.5256 -15.29 -6.7655 -8.6954 -22.241 -20.307 -20.373 -14.565 -24.267 -21.51 -6.7061 -3.5833 -12.817 -8.9746 -6.791 -21.311 -10.118 -4.0289 -12.806 -17.409 -22.085 -18.783 -15.121 -19.197 -22.716 -14.321 -12.445 -24.163
-4.8711 -7.2018 -7.2577 -21.51 -12.991 -11.65 -7.4812 -22.646 -9.842 -20.867 -18.975 -22.535 -14.143 -4.8274 -9.1322 -9.9186 -8.2042 -27.12 -19.171 -11.814 -7.4508 -5.4238 -20.167 -11.357 -16.703 -13.819 -10.914 -2.6665 -14.949 -15.133 -19.079 -25.517 -21.931 -15.58 -24.693 -7.7416 -18.505 -7.3906 -27.474 -13.494 -20.163 -19.044 -1.9832 -13.473 -22.756 -25.751 -8.3812 -14.138 -6.9434 -4.484 -11.619 -7.4319 -14.484 -15.901 -12.052 -13.439 -14.979 -17.624 -11.876 -22.397 -12.544 -5.7952 -10.054 -16.584 -25.877 -12.191 -2.6054 -17.783 -18.504 -16.846 -23.846 -20.296 -10.783 -13.985 -15.759 -16.141 -15.661 -11.856 -15.163 -23.569 -4.7075 -5.1367 -11.538 -9.2997 -26.003 -21.283 -9.7947 -8.0291 -8.4381 -7.9513 -3.9658 -23.759 -5.3652 -20.467 -9.672 -7.1367 -23.92 -7.4481 -9.0538 -12.483 -14.897 -8.0203 -15.16 -17.408 -5.9037 -12.264 -20.766 -1.4811 -20.12 -15.059 -16.023 -11.689 -9.5815 -26.644 -17.61 -7.2872 -13.258 -16.448 -20.189 -17.938 -12.189 -23.533 -14.478 -14.561 -20.321 -17.584 -15.538 -21.381 -11.351 -16.131 -19.694 -10.642 -26.594 -1.2068 -12.004 -3.5636 -26.662 -4.5835 -5.3509 -8.2403 -13.298 -2.4291 -24.531 -10.238 -10.292 -6.545 -14.853 -15.479 -13.997 -19.032 -3.6984 -25.441 -15.303 -17.418 -15.769 -15.51 -24.058 -1.5032 -23.227 -21.911 -17.937 -13.668 -13.955 -25.837 -2.6689 -18.725 -4.1174 -6.4106 -4.5765 -17.186 -2.7142 -25.298 -22.283 -23.601 -14.646 -19.325 -5.7246 -16.578 -7.4586 -3.604 -11.805 -4.9125 -15.057 -19.929 -22.164 -7.8792 -10.439 -11.645 -6.8376 -12.896 -19.685 -3.1282 -5.3979 -22.12 -9.0005 -2.3663 -25.65 -11.155 -8.8736 -12.524
-12.912 -17.328 -15.854 -4.75 -24.933 -6.5483 -10.315 -7.7418 -7.9309 -6.4737 -11.109 -10.842 -3.997 -13.625 -9.0735 -20.385 -11.287 -16.932 -10.066 -23.253 -21.059 -23.14 -15.104 -25.474 -20.284 -17.804 -14.067 -17.708 -17.438 -8.4615 -2.5419 -13.761 -10.647 -9.4914 -9.419 -23.02 -12.392 -22.685 -16.247 -7.0575 -13.291 -13.401 -16.873 -11.073 -6.2011 -12.219 -9.4896 -22.185 -12.231 -21.665 -20.95 -17.317 -3.3379 -16.851 -16.359 -12.723 -20.145 -2.4054 -24.937 -7.5368 -6.6231 -23.21 -8.6898 -20.127 -10.962 -19.994 -15.87 -0.27423 -14.02 -4.8796 -11.062 -9.17 -8.8591 -14.679 -24.901 -13.117 -11.97 -24.27 -5.6511 -13.119 -14.862 -21.329 -10.774 -8.6719 -12.317 -11.174 -19.869 -12.615 -19.531 -20.516 -14.251 -11.007 -18.67 -3.4205 -11.957 -10.868 -6.3177 -22.664 -14.18 -18.439 -10.458 -16.661 -12.885 -14.588 -23.145 -11.526 -3.4362 -19.185 -15.7 -4.7249 -11.312 -22.279 -10.16 -14.559 -6.1004 -16.961 -10.059 -1.2749 -7.1134 -2.7298 -10.783 -7.0204 -7.0705 -7.3669 -11.789 -5.8407 -22.633 -6.3909 -20.444 -6.8872 -15.149 -15.889 -15 -16.599 -17.692 -21.281 -15.976 -14.508 -15.697 -20.861 -14.211 -18.948 -11.105 -19.548 -16.22 -20.398 -4.5318 -16.311 -10.859 -3.3908 -19.045 -11.534 -16.306 -1.3542 -26.234 -17.087 -10.956 -19.148 -5.8484 -10.018 -1.7927 -22.129 -4.8776 -12.916 -18.527 -13.025 -17.395 -20.978 -14.07 -18.822 -20.429 -13.341 -6.2068 -7.4082 -3.2815 -1.6294 -23.428 -13.783 -17.987 -14.343 -20.782 -21.309 -2.917 -7.4686 -5.151 -11.558 -11.353 -17.081 -11.507 -9.3488 -4.521 -16.782 -23.032 -10.568 -20.003 -19.945 -14.447 -9.7505 -17.435 -20.277
-11.615 -12.312 -16.773 -11.815 -25.967 -5.0469 -8.6497 -14.96 -8.1832 -13.646 -17.22 -7.1969 -7.8608 -10.658 -9.8712 -14.693 -12.414 -12.613 -4.3231 -24.359 -21.061 -20.619 -8.3456 -20.256 -13.193 -20.984 -16.714 -14.391 -21.091 -13.512 -6.2803 -10.336 -6.6422 -14.631 -9.4837 -22.442 -5.608 -22.078 -12.565 -11.227 -6.9123 -19.152 -15.448 -4.2086 -8.527 -19.434 -7.7661 -15.644 -12.715 -18.381 -14.853 -18.142 -5.5425 -9.6918 -19.15 -16.582 -13.268 -9.275 -25.5 -7.2741 -9.9331 -19.971 -5.5867 -13.04 -18.142 -22.114 -13.015 -7.4817 -19.498 -2.6242 -8.4013 -15.934 -11.298 -7.6825 -18.362 -5.8996 -4.7513 -25.062 -10.88 -8.6915 -11.262 -20.18 -4.8287 -9.217 -10.534 -6.307 -14.158 -13.889 -14.204 -15.457 -11.508 -8.3152 -14.335 -10.491 -14.101 -8.5881 -12.402 -18.211 -8.6927 -11.911 -15.195 -11.367 -17.401 -7.4045 -21.37 -5.067 -7.9763 -16.906 -8.8407 -2.7405 -4.1075 -23.626 -12.008 -11.429 -2.4329 -11.921 -3.3908 -6.7531 -14.117 -5.0386 -14.244 -9.1228 -11.865 -0.91053 -18.17 -12.26 -15.876 -13.606 -22.145 -0.72049 -8.2686 -18.203 -11.516 -14.64 -20.227 -18.721 -11.914 -11.138 -15.779 -15.753 -17.815 -15.79 -9.0605 -13.68 -18.347 -20.219 -9.471 -9.172 -15.165 -5.5248 -18.046 -18.753 -9.184 -8.2356 -19.888 -9.9724 -18.135 -16.969 -12.377 -6.5016 -8.869 -15.682 -9.0194 -10.428 -17.224 -18.743 -16.861 -16.544 -10.965 -11.636 -17.916 -20.466 -13.362 -8.9532 -7.3272 -8.3635 -20.664 -6.5712 -12.887 -11.89 -14.619 -17.608 -7.4164 -14.373 -8.5212 -12.525 -13.893 -10.679 -11.513 -13.216 -5.4548 -13.387 -20.106 -6.7839 -20.912 -17.222 -10.648 -4.5161 -18.815 -13.889
-5.6329 -11.064 -9.6445 -11.293 -18.926 -2.279 -3.1023 -13.035 -0.88116 -11.29 -12.001 -14.247 -3.949 -6.5491 -2.5609 -14.477 -5.1283 -19.915 -11.645 -17.281 -14.392 -15.843 -15.055 -18.959 -16.792 -13.716 -9.4216 -10.559 -13.924 -7.7357 -8.8198 -17.447 -13.763 -8.7348 -15.091 -16.12 -12.495 -15.769 -19.777 -5.2801 -14.007 -13.341 -9.6377 -8.4506 -12.652 -16.854 -2.4323 -17.226 -5.6155 -14.438 -15.444 -11.071 -4.1152 -14.002 -11.849 -9.6358 -16.002 -7.4211 -18.629 -12.822 -3.7805 -15.962 -3.1935 -16.631 -16.424 -14.813 -8.6604 -7.3618 -13.402 -7.4259 -15.193 -11.932 -4.205 -11.49 -19.8 -11.544 -10.486 -18.097 -6.0885 -15.964 -7.9518 -14.217 -6.8938 -1.9182 -17.099 -13.591 -14.012 -6.6126 -13.351 -14.075 -7.0706 -15.113 -11.883 -10.158 -6.7913 -3.8069 -13.525 -15.791 -8.7451 -13.745 -8.8899 -10.688 -10.745 -13.223 -15.912 -8.0359 -10.421 -11.888 -15.385 -5.542 -10.278 -16.472 -4.7069 -18.491 -8.5999 -10.748 -7.508 -6.025 -11.002 -7.8113 -7.2797 -13.465 -6.2659 -6.6021 -13.225 -8.4215 -18.049 -11.653 -14.9 -7.7098 -14.822 -10.881 -18.669 -9.3044 -12.906 -13.984 -19.181 -7.5241 -8.9628 -14.438 -10.715 -11.734 -15.653 -13.878 -11.029 -13.633 -5.1613 -13.418 -8.5659 -8.9493 -11.944 -16.371 -13.33 -7.0607 -20.791 -13.99 -15.237 -11.853 -12.886 -13.467 -7.6282 -17.026 -4.2343 -17.257 -11.339 -12.931 -10.421 -14.147 -7.0125 -15.971 -13.133 -17.067 -12.277 -13.637 -4.3051 -8.9034 -16.134 -12.236 -11.733 -7.0973 -15.369 -14.185 -4.714 -10.944 -11.919 -5.2731 -6.6468 -12.335 -4.5737 -6.585 -9.7895 -9.6865 -15.749 -13.851 -13.857 -12.66 -17.85 -5.6121 -11.6 -15.207
-18.54 -14.326 -24.488 -20.86 -33.022 -14.085 -16.16 -24.266 -16.962 -23.143 -27.004 -8.7373 -17.612 -16.273 -18.532 -14.405 -20.812 -8.5644 -6.9076 -31.573 -27.611 -24.533 -1.6588 -19.791 -7.8508 -29.755 -25.454 -18.454 -30.095 -23.207 -15.004 -9.3672 -8.299 -24.318 -13.639 -28.316 -4.2873 -27.959 -9.7503 -20.842 -3.7566 -28.89 -21.434 -7.9618 -15.175 -28.769 -15.554 -12.5 -20.695 -21.628 -13.421 -25.646 -15.325 -5.4698 -27.809 -25.855 -9.3529 -18.92 -32.184 -12.645 -19.453 -23.013 -13.381 -7.7872 -27.207 -30.204 -18.024 -16.953 -29.182 -11.802 -10.147 -25.67 -20.429 -6.6522 -14.605 -4.7996 -5.7562 -31.971 -20.648 -7.3521 -15.903 -25.727 -9.9067 -17.892 -11.88 -7.0515 -13.996 -22.168 -14.92 -16.37 -17.088 -10.094 -16.896 -19.617 -22.813 -15.634 -20.536 -19.634 -11.544 -10.155 -24.785 -13.218 -26.868 -3.2426 -26.089 -8.8351 -16.224 -21.714 -0.98187 -12.526 -5.9768 -31.074 -20.816 -10.219 -10.624 -14.042 -8.7696 -16.438 -23.758 -14.086 -23.495 -15.3 -21.561 -10.093 -27.959 -22.03 -11.766 -22.995 -29.948 -9.9045 -1.5321 -26.661 -9.6544 -20.248 -28.682 -22.876 -8.7584 -16.115 -23.013 -16.485 -26.931 -19.73 -11.086 -13.274 -26.687 -26.694 -19.244 -5.613 -24.641 -14.009 -24.026 -28.044 -5.7987 -17.846 -16.529 -6.0455 -27.606 -21.881 -20.873 -9.0174 -18.433 -12.872 -18.74 -10.859 -23.028 -28.479 -23.437 -18.362 -16.318 -5.7886 -22.263 -30.017 -22.48 -14.771 -17.11 -17.48 -24.256 -4.1866 -14.525 -17.665 -13.062 -20.39 -17.205 -24.059 -15.878 -20.819 -22.807 -9.9969 -19.41 -22.655 -13.282 -17.617 -23.562 -8.5943 -28.223 -21.434 -8.8038 -10.965 -26.645 -11.842
-18.044 -23.745 -19.121 -2.1888 -27.242 -12.935 -16.004 -1.7458 -13.254 -2.5627 -8.9411 -15.887 -8.972 -19.465 -13.76 -26.962 -15.196 -21.585 -16.18 -25.615 -24.497 -28.158 -21.41 -31.802 -27.12 -18.675 -16.091 -23.421 -17.815 -9.2729 -8.039 -18.19 -15.913 -9.7176 -12.522 -26.755 -18.799 -26.462 -20.536 -9.7324 -19.442 -11.395 -21.641 -17.919 -9.156 -5.8625 -15.341 -28.978 -16.399 -27.173 -27.642 -20.473 -9.771 -23.663 -17.85 -13.71 -26.991 -5.5516 -27.652 -11.677 -10.389 -28.634 -15.106 -26.964 -4.1807 -21.705 -21.483 -6.6102 -12.383 -11.478 -15.509 -5.8722 -12.426 -21.523 -31.686 -19.846 -18.718 -26.834 -7.8904 -18.235 -20.867 -25.577 -17.572 -13.622 -15.919 -16.773 -26.459 -16.134 -26.001 -26.868 -19.941 -15.485 -24.788 -3.4932 -14.896 -16.726 -3.9744 -28.712 -20.818 -25.244 -10.934 -23.183 -12.985 -21.241 -27.699 -18.361 -6.9835 -24.274 -22.061 -11.572 -18.019 -24.503 -13.804 -18.682 -12.471 -23.396 -16.906 -7.71 -3.9052 -9.0527 -12.746 -9.6173 -8.9729 -14.198 -8.7905 -5.7398 -29.464 -1.8295 -22.507 -13.571 -21.537 -17.929 -19.3 -21.698 -19.258 -26.409 -20.547 -20.445 -19.612 -27.224 -15.178 -24.518 -15.161 -26.189 -18.389 -24.027 -8.0395 -23.131 -11.795 -9.0335 -23.359 -5.0949 -23.131 -6.2214 -32.965 -23.916 -5.1229 -24.182 -2.9267 -15.167 -5.5501 -28.903 -8.9488 -16.876 -23.08 -11.163 -21.546 -27.064 -19.93 -25.618 -25.577 -7.6125 -0.65898 -10.263 -8.7024 -5.6383 -28.575 -20.49 -24.413 -19.892 -27.493 -27.043 -8.318 -4.498 -7.9852 -15.524 -14.082 -23.872 -16.122 -11.338 -9.8398 -22.583 -28.289 -15.737 -22.808 -25.235 -19.021 -16.491 -20.115 -27.046
-9.2067 -17.333 -6.609 -12.953 -13.968 -10.746 -9.6187 -12.266 -7.9119 -10.74 -6.4433 -21.821 -8.3328 -12.02 -6.5265 -20.849 -5.1571 -27.806 -19.782 -12.343 -11.696 -17.109 -23.605 -23.906 -24.873 -5.9366 -2.8851 -14.595 -5.6586 -4.019 -14.342 -24.974 -21.446 -3.6542 -21.265 -14.098 -20.987 -13.858 -27.424 -4.8343 -22.43 -6.2259 -10.973 -17.027 -18.054 -14.018 -9.8127 -24.393 -6.1885 -17.249 -22.21 -7.6958 -10.55 -22.388 -4.6601 -1.0413 -23.8 -10.067 -14.417 -19.261 -5.734 -18.359 -11.628 -24.716 -14.842 -8.4928 -12.8 -11.72 -5.7598 -14.808 -22.432 -8.6077 -4.3905 -19.877 -26.698 -20.137 -19.079 -13.577 -6.3296 -23.827 -13.526 -13.554 -15.357 -7.0961 -23.983 -21.54 -20.496 -4.8102 -19.452 -19.644 -11.896 -22.364 -16.979 -12.576 -3.1864 -10.456 -16.047 -20.109 -16.28 -21.336 -2.5219 -17.414 -2.4728 -21.815 -15.936 -16.513 -15.199 -13.801 -23.96 -13.185 -18.85 -11.23 -4.3474 -25.912 -16.183 -17.14 -16.101 -10.969 -9.5414 -13.976 -1.3207 -18.863 -4.8831 -14.972 -7.7389 -7.649 -25.465 -11.452 -9.2367 -15.781 -23.393 -4.6676 -26.229 -11.702 -6.0624 -15.745 -26.966 -12.998 -7.8808 -19.998 -2.362 -15.113 -22.66 -20.598 -5.1459 -11.418 -7.3401 -21.81 -1.5389 -14.993 -11.647 -13.924 -21.705 -10.7 -27.281 -22.309 -12.383 -13.61 -14.996 -20.991 -10.746 -24.077 -7.1755 -24.424 -11.781 -5.9059 -9.8339 -18.792 -12.398 -24.3 -15.049 -13.031 -12.863 -19.275 -9.0962 -12.834 -17.733 -20.827 -17.923 -11.469 -22.238 -17.711 -9.288 -9.0444 -16.942 -5.3898 -2.5611 -19.995 -7.0069 -2.536 -16.096 -14.182 -17.691 -21.465 -9.6754 -15.055 -25.521 -14.112 -7.018 -22.409
